1.263901152,1.376689189,1
1.255863676,1.431418919,1
1.26658031,1.506418919,1
1.322842643,1.555067568,1
1.379104975,1.538851351,1
1.434027728,1.469932432,1
1.49162964,1.431418919,1
1.529137861,1.445608108,1
1.584060614,1.5125,1
1.626927153,1.597635135,1
1.69390612,1.640202703,1
1.767582984,1.652364865,1
1.839920269,1.585472973,1
1.886805546,1.508445946,1
1.91761587,1.403040541,1
1.937709561,1.271283784,1
1.893503442,1.198310811,1
1.79705373,1.153716216,1
1.713999811,1.145608108,1
1.657737478,1.188175676,1
1.601475146,1.236824324,1
1.539854496,1.269256757,1
1.496987957,1.321959459,1
1.411254879,1.295608108,1
1.309446849,1.214527027,1
1.253184517,1.251013514,1
1.223713771,1.358445946,1
1.235769986,1.498310811,1
1.278636524,1.569256757,1
1.361690444,1.427364865,1
1.215676295,1.429391892,1
1.318823905,1.338175676,1
1.357671706,1.261148649,1
1.294711477,1.255067568,1
1.24648662,1.305743243,1
1.282655263,1.313851351,1
1.306767691,1.409121622,1
1.305428111,1.473986486,1
1.352313388,1.49222973,1
1.438046466,1.394932432,1
1.385802872,1.305743243,1
1.363030023,1.346283784,1
1.395179927,1.390878378,1
1.393840348,1.465878378,1
1.444744363,1.338175676,1
1.519760806,1.370608108,1
1.5720044,1.425337838,1
1.622908415,1.465878378,1
1.685868644,1.546959459,1
1.747489294,1.557094595,1
1.818486999,1.540878378,1
1.865372276,1.478040541,1
1.904220077,1.390878378,1
1.889484704,1.295608108,1
1.838580689,1.222635135,1
1.758205929,1.216554054,1
1.687208224,1.244932432,1
1.632285471,1.283445946,1
1.576023138,1.321959459,1
1.647020843,1.384797297,1
1.696585279,1.445608108,1
1.760885088,1.49222973,1
1.826524475,1.401013514,1
1.823845317,1.315878378,1
1.754187191,1.261148649,1
1.697924858,1.311824324,1
1.663095796,1.354391892,1
1.759545508,1.415202703,1
1.756866349,1.346283784,1
1.616210519,1.366554054,1
1.65505832,1.473986486,1
1.626927153,1.528716216,1
1.823845317,1.465878378,1
1.701943596,1.388851351,1
1.713999811,1.510472973,1
1.738112239,1.617905405,1
1.789016254,1.265202703,1
1.243807462,1.575337838,1
1.196922185,1.528716216,1
1.170130598,1.431418919,1
1.16477228,1.354391892,1
1.183526391,1.259121622,1
1.215676295,1.198310811,1
1.258542834,1.145608108,1
1.337578016,1.1375,1
1.364369602,1.220608108,1
1.294711477,1.167905405,1
1.202280502,1.305743243,1
1.217015875,1.155743243,1
1.139320273,1.198310811,1
1.103151631,1.313851351,1
1.10449121,1.429391892,1
1.148697328,1.555067568,1
1.187545129,1.585472973,1
1.141999432,1.482094595,1
1.135301535,1.374662162,1
1.148697328,1.279391892,1
1.175488915,1.194256757,1
1.274617786,1.076689189,1
1.200940923,1.090878378,1
1.150036908,1.123310811,2
1.060285092,1.216554054,2
1.133961956,0.938851351,2
1.258542834,0.975337838,2
1.103151631,1.060472973,2
1.041530981,1.396959459,2
1.065643409,1.544932432,2
1.208978399,1.7375,2
1.34829465,1.763851351,2
1.438046466,1.749662162,2
1.487610902,1.632094595,2
1.463498474,1.553040541,2
1.530477441,1.518581081,2
1.459479736,1.490202703,2
1.403217403,1.563175676,2
1.397859086,1.656418919,2
1.286674001,1.644256757,2
1.163432701,1.660472973,2
1.060285092,1.626013514,2
1.088416258,1.778040541,2
1.032153926,1.90777027,2
1.12592448,1.956418919,2
1.309446849,1.972635135,2
1.141999432,1.879391892,2
1.2478262,1.851013514,2
1.391161189,1.889527027,2
1.538514917,1.899662162,2
1.640322947,1.885472973,2
1.841259848,1.966554054,2
1.790355833,1.903716216,2
1.65505832,1.826689189,2
1.561287766,1.784121622,2
1.610852201,1.707094595,2
1.537175337,1.652364865,2
1.747489294,1.782094595,2
1.904220077,1.816554054,2
1.937709561,1.889527027,2
1.81714742,1.800337838,2
1.901540918,1.707094595,2
1.935030402,1.634121622,2
1.95914283,1.522635135,2
1.977896941,1.409121622,2
1.677831168,1.735472973,2
1.229072089,1.928040541,2
1.136641114,1.75777027,2
1.016078974,1.092905405,2
1.478233846,1.182094595,2
1.468856791,1.240878378,2
1.404556983,1.165878378,2
1.359011285,1.054391892,2
1.214336716,0.859797297,2
1.178168074,0.955067568,2
1.073680885,0.900337838,2
1.425990252,0.936824324,2
1.584060614,1.0625,2
1.703283176,0.989527027,2
1.900201339,0.922635135,2
1.550571131,0.833445946,2
1.49162964,1.054391892,2
1.558608607,1.153716216,2
1.846618165,1.028040541,2
1.928332505,1.0625,2
1.685868644,0.876013514,2
1.590758511,0.9125,2
1.412594459,0.859797297,2
1.361690444,0.928716216,2
1.455460998,0.9875,2
